DistrictName,SubCountyName
LIRA,LIRA
LIRA,NGETTA
LIRA,OGUR
LIRA,ADYEL
MOROTO,KATIKEKILE
MOROTO,NADUNGET
MOROTO,RUPA
MOROTO,TAPAC
MOROTO,NORTH DIVISION
MOROTO,SOUTH DIVISION
MOYO,ALIBA
MOYO,GIMARA
MOYO,ITULA
MOYO,DIFULE
MOYO,LAROPI
MOYO,LEFORI
MOYO,METU
MOYO,MOYO
MOYO,MOYO TC
NEBBI,ALWI
NEBBI,NYARAVUR
NEBBI,PAROMBO
NEBBI,PAKWACH
NEBBI,PAKWACH TC
NEBBI,PANYANGO
NEBBI,PANYIMUR
NEBBI,WADELAI
NEBBI,AKWORO
NEBBI,ATEGO
NEBBI,ERUSSI
NEBBI,KUCWINY
NEBBI,NDHEW
NEBBI,NEBBI
NEBBI,NEBBI TC
NEBBI,NYARAVUR
NAKAPIRIPIRIT,LOREGAE
NAKAPIRIPIRIT,MORUITA
NAKAPIRIPIRIT,NAKAPIRIPIRIT TOWN COUNCIL
NAKAPIRIPIRIT,NAMALU
NAKAPIRIPIRIT,KAKOMONGOLE
NAKAPIRIPIRIT,MORUITA
NAKAPIRIPIRIT,LOLACHAT
NAKAPIRIPIRIT,LORENGEDWAT
NAKAPIRIPIRIT,NABILATUK
PADER,ACHOLI BUR
PADER,ANGANGURA
PADER,ATANGA
PADER,AWERE
PADER,LAGUTI
PADER,LAPUL
PADER,LATANYA
PADER,OGOM
PADER,PADER
PADER,PADER TOWN COUNCIL
PADER,PAJULE
PADER,PURANGA
YUMBE,APO
YUMBE,ARIWA
YUMBE,DRAJINI
YUMBE,KEI
YUMBE,KERWA
YUMBE,KOCHI
YUMBE,KULULU
YUMBE,KURU
YUMBE,LODONGA
YUMBE,MIDIGO
YUMBE,ODRAVU
YUMBE,ROMOGI
YUMBE,YUMBE TC
ABIM,ABIM
ABIM,ABIM TC
ABIM,ALEREK
ABIM,LOTUKEI
ABIM,MORULEM
ABIM,NYAKWAE
AMOLATAR,AGIKDAK
AMOLATAR,AGWINGIRI
AMOLATAR,AKWON
AMOLATAR,AMOLATAR TC
AMOLATAR,APUTI
AMOLATAR,ARWOTCEK
AMOLATAR,AWELO
AMOLATAR,ETAM
AMOLATAR,MUNTU
AMOLATAR,NAMASALE
AMOLATAR,NAMASALE TC
AMURU,AMURU
AMURU,AMURU TC
AMURU,ATIAK
AMURU,LAMOGI
AMURU,PABO
DOKOLO,ADEKNINO
DOKOLO,ADOK
DOKOLO,AGWATA
DOKOLO,AMWOMA
DOKOLO,BATTA
DOKOLO,DOKOLO
DOKOLO,DOKOLO TC
DOKOLO,KANGAI
DOKOLO,KWERA
DOKOLO,OKWALONGWEN
DOKOLO,OKWONGODUL
KAABONG,KAABONG  EAST
KAABONG,KAABONG TC
KAABONG,KAABONG WEST
KAABONG,LODIKO
KAABONG,LOLELIA
KAABONG,LOYORO
KAABONG,NAPORE (KARENGA )
KAABONG,SIDOK
KAABONG,KAABONG WEST
KAABONG,KALAPATA
KAABONG,KAMION
KAABONG,KAPEDO
KAABONG,KATHILE
KAABONG,KAWALAKOL
KAABONG,LOBALANGIT
KAABONG,LODIKO
KOBOKO,LOBULE
KOBOKO,LUDARA
KOBOKO,MIDIA
KOBOKO,ABUKU
KOBOKO,DRANYA
KOBOKO,KOBOKO TC
KOBOKO,KULUBA
KOBOKO,LOBULE
MARACHA,KIJOMORO
MARACHA,MARACHA  TOWN COUNCIL
MARACHA,NYADRI
MARACHA,OLEBA
MARACHA,OLUFEE
MARACHA,OLUVU
MARACHA,TARA
MARACHA,YIVU
OYAM,ABER
OYAM,ABOK
OYAM,OTWAL
OYAM,OYAM TOWN COUNCIL
OYAM,LORO
OYAM,MINAKULU
OYAM,MYENE
OYAM,NGAI
OYAM,OTWAL
OYAM,ABOK
OYAM,ACABA
OYAM,ALEKA
OYAM,ICEME
OYAM,KAMDINI
OYAM,LORO
AGAGO,PAIMOL
AGAGO,PARABONG
AGAGO,PATONGO
AGAGO,PATONGO TC
AGAGO,WOL
AGAGO,LAPONO
AGAGO,LIRA PALWO
AGAGO,LOKOLE
AGAGO,OMIYA PACWA
AGAGO,OMOT
AGAGO,PAIMOL
AGAGO,ADILANG
AGAGO,AGAGO TC
AGAGO,ARUM
AGAGO,KALONGO TC
AGAGO,KOTOMOL
AGAGO,LAMIYO
ALEBTONG,ABAKO
ALEBTONG,ABIA
ALEBTONG,AKURA
ALEBTONG,ALEBTONG TC
ALEBTONG,ALOI
ALEBTONG,AMUGU
ALEBTONG,APALA
ALEBTONG,AWEI
ALEBTONG,OMORO
AMUDAT,AMUDAT
AMUDAT,AMUDAT TOWN COUNCIL
AMUDAT,KARITA
AMUDAT,LOROO
KOLE,ABOKE
KOLE,AKALO
KOLE,OKWERODOT
KOLE,AKALO
KOLE,ALITO
KOLE,AYER
KOLE,BALA
KOLE,KOLE TC
KOLE,OKWERODOT
LAMWO,AGORO
LAMWO,LAMWO TC
LAMWO,LOKUNG
LAMWO,MADI OPEI
LAMWO,PADIBE  WEST
LAMWO,PADIBE EAST
LAMWO,PADIBE TC
LAMWO,PALABEK KAL
LAMWO,PALABEK- OGILI
LAMWO,PALABEK-GEM
LAMWO,PALOGA
NAPAK,IRIIRI
NAPAK,LORENGECORA
NAPAK,LOTOME
NAPAK,MATANY
NAPAK,NAPAK TC
NAPAK,NGOLERIET
NAPAK,LOKOPO
NAPAK,LOPEEI
NWOYA,ALERO
NWOYA,ANAKA (PAYIRA)
NWOYA,KOCH-GOMA
NWOYA,ANAKA TC
NWOYA,PURONGO
OTUKE,ADWARI
OTUKE,ALANGO
OTUKE,OGOR
OTUKE,OGWETTE
OTUKE,OKWANG
OTUKE,OLILM
OTUKE,ORUM
OTUKE,OTUKE TOWN COUNCIL
ZOMBO,ABANGA
ZOMBO,ATYAK
ZOMBO,JANGOKORO
ZOMBO,KANGO
ZOMBO,NYAPEA
ZOMBO,PAIDHA
ZOMBO,PAIDHA TC
ZOMBO,WARR
ZOMBO,ZEU
ZOMBO,ZOMBO TC
BUNDIBUGYO,BUKONZO
BUNDIBUGYO,HARUGALE
BUNDIBUGYO,NDUGUTU
BUNDIBUGYO,NGAMBA
BUNDIBUGYO,NTOTORO
BUNDIBUGYO,SINDILA
BUNDIBUGYO,BUBANDI
BUNDIBUGYO,NYAHUKA TC
BUNDIBUGYO,BUBANDI
BUNDIBUGYO,BUBUKWANGA
BUNDIBUGYO,BUNDIBUGYO TC
BUNDIBUGYO,BUSARU
BUNDIBUGYO,KASITU
BUNDIBUGYO,KIRUMYA
BUNDIBUGYO,KISUBA
BUNDIBUGYO,MIRAMBI
BUNDIBUGYO,NYAHUKA TC
BUSHENYI,KYAMUHUNGA
BUSHENYI,KYEIZOOBA
BUSHENYI,NYABUBARE
BUSHENYI,RUHUMURO
BUSHENYI,CENTRAL DIVISION
BUSHENYI,ISHAKA DIVISION
BUSHENYI,NYAKABIRIZI DIVISION
BUSHENYI,BITOOMA
BUSHENYI,BUMBAIRE
BUSHENYI,IBAARE
BUSHENYI,KAKANJU
BUSHENYI,KYABUGIMBI
BUSHENYI,KYAMUHUNGA
HOIMA,MPARO DIVISION
HOIMA,BUHANIKA
HOIMA,BUSERUKA
HOIMA,KIGOROBYA
HOIMA,KIGOROBYA TC
HOIMA,KITOBA
HOIMA,KYABIGAMBIRE
HOIMA,BUGAMBE
HOIMA,BUHIMBA
HOIMA,KABWOYA
HOIMA,KIZIRANFUMBI
HOIMA,KYANGWALI
HOIMA,BUJUMBURA DIVISION
HOIMA,BUSIISI DIVISION
HOIMA,KAHOORA DIVISION
HOIMA,MPARO DIVISION
KABALE,KATUNA TOWN COUNCUL
KABALE,KITUMBA
KABALE,KYANAMIRA
KABALE,NYAMWERU
KABALE,RUHIJA
KABALE,BUKINDA
KABALE,KAMWEZI
KABALE,KASHAMBYA
KABALE,MUHANGA TOWN COUNCIL
KABALE,RWAMUCUCU
KABALE,BUBAARE
KABALE,BUFUNDI
KABALE,HAMURWA
KABALE,HAMURWA TOWN COUNCIL
KABALE,IKUMBA
KABALE,MUKO
KABALE,NYAMWERU
KABALE,CENTRAL DIVISION
KABALE,NORTHERN DIVISION
KABALE,SOUTHERN DIVISION
KABALE,BUHARA
KABALE,BUTANDA
KABALE,KAHARO
KABALE,KAMUGANGUZI
KABALE,KATUNA TOWN COUNCUL
KABALE,KYANAMIRA
KABALE,MAZIBA
KABALE,RUBAYA
KABALE,BUBAARE
KABAROLE,KYAITAMBA TOWN COUNCIL
KABAROLE,MUGUSU
KABAROLE,RUTEETE
KABAROLE,EASTERN DIVISION
KABAROLE,SOUTHERN DIVISION
KABAROLE,WESTERN  DIVISION
KABAROLE,BUHEESI
KABAROLE,BUSORO
KABAROLE,HAKIBALE
KABAROLE,KARAGO TOWN COUNCIL
KABAROLE,KARAMBI
KABAROLE,KARANGURA
KABAROLE,KASENDA
KABAROLE,KICWAMBA
KABAROLE,KIKO TOWN COUNCIL
KABAROLE,KYAITAMBA TOWN COUNCIL
KABAROLE,BUHEESI
KABAROLE,KABONERO
KABAROLE,KATEEBWA
KABAROLE,KIBIITO
KABAROLE,KIBIITO TC
KABAROLE,KISOMORO
KABAROLE,RUBONA TC
KABAROLE,RWIMI
KABAROLE,RWIMI TC
KABAROLE,BUKUUKU
KABAROLE,BUSORO
KASESE,MALIBA
KASESE,MUHOKYA
KASESE,RUKOKI
KASESE,BULEMBIA  DIVISION
KASESE,CENTRAL DIVISION
KASESE,NYAMWAMBA DIVISION
KASESE,KISINGA
KASESE,KITHOLHU
KASESE,KYARUMBA
KASESE,KYONDO
KASESE,MAHANGO
KASESE,MPONDWE/LHUBIRIHA TOWN COUNCIL
KASESE,MUKUNYU
KASESE,NYAKATONNZI
KASESE,NYAKIYUMBU
KASESE,BWERA
KASESE,IHANDIRO
KASESE,ISANGO
KASESE,KARAMBI
KASESE,KISINGA
KASESE,NYAKIYUMBU
KASESE,BUGOYE
KASESE,BUHUHIRA
KASESE,BWESUMBU
KASESE,HIMA TOWN COUNCIL
KASESE,KARUSANDARA
KASESE,KATWE- KABATORO T.C
KASESE,KILEMBE
KASESE,KITSWAMBA
KASESE,KYABARUNGIRA
KASESE,LAKE KATWE
KASESE,MALIBA
KIBAALE,RUTEETE
KIBAALE,BUBANGO
KIBAALE,BWAMIRAMIRA
KIBAALE,KIBAALE TC
KIBAALE,KYEBANDO
KIBAALE,MATALE
KIBAALE,MUGARAMA
KIBAALE,NYAMARUNDA
KIBAALE,NYAMARWA
KIBAALE,BWANSWA
KIBAALE,KAKINDO
KIBAALE,KAKUMIRO TOWN COUNCIL
KIBAALE,KASAMBYA
KIBAALE,KASIITA
KIBAALE,MPASAANA
KIBAALE,NALWEYO
KIBAALE,NKOOKO
KIBAALE,BURORA
KIBAALE,BWIKARA
KIBAALE,KABAMBA
KIBAALE,KAGADI
KIBAALE,KAGADI TC
KIBAALE,KIRYANGA
KIBAALE,KYAKABADIIMA
KIBAALE,KYANAISOKE
KIBAALE,KYATEREKERA
KIBAALE,KYENZIGE
KIBAALE,MABAALE
KIBAALE,MPEEFU
KIBAALE,MUHORRO
KIBAALE,MUHORRO T-COUNCIL
KIBAALE,NDAIGA
KIBAALE,PAACWA
KIBAALE,RUGASHARI
KIBAALE,RUTEETE
KIBAALE,BIREMBO
KIBAALE,BWANSWA
KISORO,NYAKINAMA
KISORO,NYARUBUYE
KISORO,NYARUSIZA
KISORO,NYUNDO
KISORO,CHAHI
KISORO,KANABA
KISORO,KIRUNDO
KISORO,KISORO TOWN COUNCIL
KISORO,MURAMBA
KISORO,MURORA
KISORO,NYABWISHENYA
KISORO,NYAKABANDE
KISORO,NYAKINAMA
KISORO,BUKIMBIRI
KISORO,BUSANZA
KISORO,CHAHI
MASINDI,MIIRYA
MASINDI,PAKANYI
MASINDI,CENTRAL DIVISION
MASINDI,KARUJUBU
MASINDI,KIGULYA
MASINDI,NYANGAHYA
MASINDI,BUDONGO
MASINDI,BWIJANGA
MASINDI,KIMENGO
MASINDI,MIIRYA
MBARARA,BIHARWE
MBARARA,BUBAARE
MBARARA,BUKIIRO
MBARARA,KAGONGI
MBARARA,KAKIIKA
MBARARA,KASHARE
MBARARA,RUBAYA
MBARARA,RUBINDI
MBARARA,RWANYAMAHEMBE
MBARARA,KAKOBA
MBARARA,NDEIJA
MBARARA,NYAKAYOJO
MBARARA,RUGANDO
MBARARA,KAKOBA
MBARARA,KAMUKUZI
MBARARA,NYAMITANGA
MBARARA,BUGAMBA
MBARARA,MWIZI
MBARARA,NDEIJA
NTUNGAMO,BWONGYERA
NTUNGAMO,IHUNGA
NTUNGAMO,KIBATSI
NTUNGAMO,RUHAAMA
NTUNGAMO,RUKONI EAST
NTUNGAMO,RUKONI WEST
NTUNGAMO,RWEIKINIRO
NTUNGAMO,KAYONZA
NTUNGAMO,NGOMA
NTUNGAMO,RUBAARE
NTUNGAMO,RUBAARE TOWN COUNCIL
NTUNGAMO,KIBATSI
NTUNGAMO,NYABIHOKO
NTUNGAMO,RWASHAMAIRE TOWN COUNCIL
NTUNGAMO,CENTRAL DIVISION
NTUNGAMO,EASTERN DIVISION
NTUNGAMO,WESTERN DIVISION
NTUNGAMO,ITOJO
NTUNGAMO,KITWE TOWN COUNCIL
NTUNGAMO,NTUNGAMO
NTUNGAMO,NYAKYERA
NTUNGAMO,RUHAAMA
NTUNGAMO,RUBAARE TOWN COUNCIL
NTUNGAMO,RUGARAMA
RUKUNGIRI,BUYANJA
RUKUNGIRI,KEBISONI
RUKUNGIRI,NYAKISHENYI
RUKUNGIRI,NYARUSHANJE
RUKUNGIRI,NYAKAGYEME
RUKUNGIRI,RUHINDA
RUKUNGIRI,EASTERN DIVISION
RUKUNGIRI,SOUTHERN DIVISION
RUKUNGIRI,WESTERN DIVISION
RUKUNGIRI,NYARUSHANJE
RUKUNGIRI,BUGANGARI
RUKUNGIRI,BUHUNGA
RUKUNGIRI,BWAMBARA
RUKUNGIRI,NYAKAGYEME
KAMWENGE,BIGULI
KAMWENGE,BUSIRIBA
KAMWENGE,BWIZI
KAMWENGE,KABAMBIRO
KAMWENGE,KAHUNGE
KAMWENGE,MAHYORO
KAMWENGE,NKOMA
KAMWENGE,NTARA
KAMWENGE,NYABBANI
KAMWENGE,KAHUNGE
KAMWENGE,KAMWENGE
KAMWENGE,KAMWENGE TOWN COUNCIL
KAMWENGE,BIHANGA
KAMWENGE,BUHANDA
KAMWENGE,KANARA
KAMWENGE,KICHECHE
KAMWENGE,MAHYORO
KANUNGU,KAYONZA
KANUNGU,KIHIIHI
KANUNGU,KIHIIHI TOWN  COUNCIL
KANUNGU,KINAABA
KANUNGU,KIRIMA
KANUNGU,MPUNGU
KANUNGU,NYAKINONI
KANUNGU,NYAMIRAMA
KANUNGU,NYANGA
KANUNGU,RUGYEYO
KANUNGU,RUTENGA
KANUNGU,BUTOGOTA TOWN COUNCIL
KANUNGU,KAMBUGA
KANUNGU,KAMBUGA TOWN COUNCIL
KANUNGU,KANUNGU TOWN COUNCIL
KANUNGU,KANYANTOROGO
KANUNGU,KATETE
KANUNGU,KAYONZA
KYENJOJO,KIGARAALE
KYENJOJO,KIHUURA
KYENJOJO,KISOJO
KYENJOJO,KYARUSOZI
KYENJOJO,KYARUSOZI TC
KYENJOJO,KYENJOJO TC
KYENJOJO,NYABUHARWA
KYENJOJO,NYANKWANZI
KYENJOJO,NYANTUNGO
KYENJOJO,BUFUNJO
KYENJOJO,NYANTUNGO
KYENJOJO,BUFUNJO
KYENJOJO,BUGAAKI
KYENJOJO,BUTIITI
KYENJOJO,BUTUNDUZI
KYENJOJO,BUTUNDUZI TC
KYENJOJO,KATOOKE
KYENJOJO,KATOOKE TC
KYENJOJO,KIGARAALE
BULIISA,BIISO
BULIISA,BULIISA
BULIISA,BULIISA TOWN COUNCIL
BULIISA,BUTIABA
BULIISA,KIGWERA
BULIISA,KIHUNGYA
BULIISA,NGWEDO
IBANDA,BISHESHE
IBANDA,IBANDA TC
IBANDA,IGORORA TC
IBANDA,NYAMAREBE
IBANDA,RUKIRI
IBANDA,RUSHANGO TC
IBANDA,ISHONGORORO
IBANDA,ISHONGORORO TC
IBANDA,KASHANGURA
IBANDA,KEIHANGARA
IBANDA,KICUZI
IBANDA,KIJONGO
IBANDA,KIKYENKYE
IBANDA,NSASI
IBANDA,NYABUHIKYE
IBANDA,NYAMAREBE
ISINGIRO,ENDIINZI
ISINGIRO,KASHUMBA
ISINGIRO,MBAARE
ISINGIRO,NGARAMA
ISINGIRO,RUGAAGA
ISINGIRO,RUSHASHA
ISINGIRO,NYAKITUNDA
ISINGIRO,NYAMUYANJA
ISINGIRO,RUBOROGOTA
ISINGIRO,RUSHASHA
ISINGIRO,BIREERE
ISINGIRO,ISINGIRO TOWN COUNCIL
ISINGIRO,KABAREBERE TOWN COUNCIL
ISINGIRO,KABINGO
ISINGIRO,KABUYANDA
ISINGIRO,KABUYANDA TOWN COUNCIL
ISINGIRO,KIKAGATE
ISINGIRO,MASHA
ISINGIRO,NYAKITUNDA
KIRUHURA,BUREMBA
KIRUHURA,BURUNGA
KIRUHURA,ENGARI
KIRUHURA,KANONI
KIRUHURA,KAZO
KIRUHURA,KITURA
KIRUHURA,NYAKASHASHARA
KIRUHURA,SANGA
KIRUHURA,SANGA TC
KIRUHURA,KAZO
KIRUHURA,KAZO TC
KIRUHURA,NKUNGU
KIRUHURA,RWEMIKOMA
KIRUHURA,KANYARYERU
KIRUHURA,KASHONGI
KIRUHURA,KENSHUNGA
KIRUHURA,KIKAATSI
KIRUHURA,KINONI
KIRUHURA,KIRUHURA TC
KIRUHURA,KITURA
BUHWEJU,BIHANGA
BUHWEJU,BITSYA
BUHWEJU,BURERE
BUHWEJU,ENGAJU
BUHWEJU,KARUNGU
BUHWEJU,NSIIKA TOWN COUNCIL
BUHWEJU,NYAKISHANA
BUHWEJU,RWENGWE
KIRYANDONGO,BWEYALE TC
KIRYANDONGO,MUTUNDA
KIRYANDONGO,BWEYALE TC
KIRYANDONGO,KIGUMBA
KIRYANDONGO,KIGUMBA TC
KIRYANDONGO,KIRYANDONGO
KIRYANDONGO,KIRYANDONGO REFUGEE SETTLEMENT
KIRYANDONGO,KIRYANDONGO TC
KIRYANDONGO,MASINDI PORT
KIRYANDONGO,MUTUNDA
KYEGEGWA,HAPUUYO
KYEGEGWA,KABWEEZA-KYEGEGWA
KYEGEGWA,KAKABARA
KYEGEGWA,KASULE
KYEGEGWA,KYEGEGWA TC
KYEGEGWA,MPARA
KYEGEGWA,RUYONZA
KYEGEGWA,RWENTUHA
MITOOMA,BITEREKO
MITOOMA,KABIRA
MITOOMA,KANYABWANGA
MITOOMA,KASHENSHERO
MITOOMA,KASHENSHERO TOWN COUNCIL
MITOOMA,KATENGA
MITOOMA,KIYANGA
MITOOMA,MAYANGA
MITOOMA,MITOOMA
MITOOMA,MITOOMA TOWN COUNCIL
MITOOMA,MUTARA
MITOOMA,RUREHE
NTOROKO,BUTUNGAMA
NTOROKO,BWERAMULE
NTOROKO,KANARA
NTOROKO,KANARA TOWN COUNCIL
NTOROKO,KARUGUTU
NTOROKO,KARUGUTU TOWN COUNCIL
NTOROKO,KIBUUKU TOWN COUNCIL
NTOROKO,NOMBE
NTOROKO,RWEBISENGO
NTOROKO,RWEBISENGO TOWN COUNCIL
RUBIRIZI,KATUNGURU
RUBIRIZI,KICHWAMBA
RUBIRIZI,MAGAMBO
RUBIRIZI,RUBIRIZI TOWN COUNCIL
RUBIRIZI,RUTOTO
RUBIRIZI,RYERU
RUBIRIZI,KATANDA
RUBIRIZI,KATERERA
RUBIRIZI,KATERERA TOWN COUNCIL
RUBIRIZI,KIRUGU
RUBIRIZI,KYABAKARA
SHEEMA,BUGONGI TOWN COUNCIL
SHEEMA,KABWOHE-ITENDERO TC
SHEEMA,KAGANGO
SHEEMA,KASAANA
SHEEMA,KASHOZI  SC
SHEEMA,KITAGATA
SHEEMA,KYANGYENYI
SHEEMA,MASHERUKA
SHEEMA,RUGARAMA SC
SHEEMA,SHEEMA TC
SHEEMA,SHUUKU
SHEEMA,KASHOZI  SC
SHEEMA,KIGARAMA
SHEEMA,KITAGATA
